상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202305A0128635,와이덴,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,289,211,서울특별시 성동구 성수동2가 289-211,1.12E+11,서울특별시 성동구 성수일로12길,34,,1.12E+24,,서울특별시 성동구 성수일로12길 34,133834,4793,,1,,127.0544351,37.54754553
MA0101202305A0081439,와이704,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,316,40,서울특별시 성동구 성수동2가 316-40,1.12E+11,서울특별시 성동구 연무장길,39,15,1.12E+24,,서울특별시 성동구 연무장길 39-15,133835,4782,,2,,127.0538773,37.54333316
MA0101202305A0087183,카우,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,331,56,서울특별시 성동구 성수동2가 331-56,1.12E+11,서울특별시 성동구 뚝섬로7길,6,,1.12E+24,,서울특별시 성동구 뚝섬로7길 6,133827,4784,,1,,127.0566272,37.53883188
MA0101202305A0195863,구테로이테성수센트럴키친,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,273,19,서울특별시 성동구 성수동2가 273-19,1.12E+11,서울특별시 성동구 연무장13길,9,,1.12E+24,아이템플,서울특별시 성동구 연무장13길 9,133831,4783,,1,,127.0581983,37.54257477
MA0101202306A0092248,그레이덕,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,235,1,서울특별시 성동구 성수동2가 235-1,1.12E+11,서울특별시 성동구 동일로,41,,1.12E+24,,서울특별시 성동구 동일로 41,133826,4777,,1,,127.060555,37.53692594
MA0101202306A0076871,맥코이커피성수,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,273,13,서울특별시 성동구 성수동2가 273-13,1.12E+11,서울특별시 성동구 연무장15길,11,,1.12E+24,태광산업,서울특별시 성동구 연무장15길 11,133831,4783,,1,,127.0588855,37.54281453
MA0101202307A0090117,디에떼지앤씨글로벌,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,300,75,서울특별시 성동구 성수동2가 300-75,1.12E+11,서울특별시 성동구 아차산로7길,3,,1.12E+24,,서울특별시 성동구 아차산로7길 3,133834,4793,,1,,127.0541191,37.54568683
MA0101202307A0090384,호우주의보크로아상,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,269,202,서울특별시 성동구 성수동2가 269-202,1.12E+11,서울특별시 성동구 성수이로16길,32,,1.12E+24,MG전자,서울특별시 성동구 성수이로16길 32,133826,4785,,2,,127.0599035,37.54014651
MA0101202309A0022962,누와,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,335,24,서울특별시 성동구 성수동2가 335-24,1.12E+11,서울특별시 성동구 성수이로,34,,1.12E+24,,서울특별시 성동구 성수이로 34,133828,4776,,1,,127.0546898,37.53813159
MA0101202310A0093029,카페소림,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,323,,서울특별시 성동구 성수동2가 323,1.12E+11,서울특별시 성동구 성수이로,66,,1.12E+24,서울숲드림타워,서울특별시 성동구 성수이로 66,133827,4784,,,,127.0561182,37.5406119
MA0101202309A0088028,커피냅로스터스성수,,I2,음식,I212,비알코올 ,I21201,카페,I56123,서양식 음식점업,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1.12E+18,1,대지,333,9,서울특별시 성동구 성수동2가 333-9,1.12E+11,서울특별시 성동구 성수일로4길,35,11,1.12E+24,잠자리성수,서울특별시 성동구 성수일로4길 35-11,133827,4781,,,,127.0529274,37.54238845
MA0101202310A0043644,도렐 성수점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,314,12,서울특별시 성동구 성수동2가 314-12,1.12E+11,서울특별시 성동구 연무장7길,11,,1.12E+24,,서울특별시 성동구 연무장7길 11,133835,4782,,1,,127.0544035,37.54377889
MA0101202311A0065779,오우드 성수,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1.12E+18,1,대지,277,46,서울특별시 성동구 성수동2가 277-46,1.12E+11,서울특별시 성동구 성수이로24길,36,,1.12E+24,,서울특별시 성동구 성수이로24길 36,133832,4798,,2,,127.061858,37.54400955
